Date,Segment_id,x,y,Evapotranspiration,Precipitation,Irrigation_pumping,Observed
711309,96,806350,14550720,9.21,23.94,0,5.3725432
711340,96,806350,14550720,9.86,23.94,0,0.7012162
711370,96,806350,14550720,7.24,23.94,0,1.415356
711401,96,806350,14550720,2.36,23.94,0,1.7988879
711431,96,806350,14550720,0.8,23.94,0,1.8407917
711462,96,806350,14550720,0.73,23.94,0,2.033452
711493,96,806350,14550720,0.48,18.48,0,2.387606
711522,96,806350,14550720,0.7,18.48,0,3.31333
711553,96,806350,14550720,1.08,18.48,0,4.905332
711583,96,806350,14550720,3.68,18.48,0,6.148681
711614,96,806350,14550720,5.58,18.48,0,6.9780328
711644,96,806350,14550720,6.22,18.48,0,5.8580038
711675,96,806350,14550720,8.81,18.48,0,2.5869344
711706,96,806350,14550720,7.86,18.48,0,2.1384961
711736,96,806350,14550720,7.73,18.48,0,4.7158123
711767,96,806350,14550720,2.57,18.48,0,6.2063911
711797,96,806350,14550720,0.52,18.48,0,6.574008
711828,96,806350,14550720,0.47,18.48,0,5.642394
711859,96,806350,14550720,0,24.47,0,3.33096
711887,96,806350,14550720,0.97,24.47,0,8.8844874
711918,96,806350,14550720,0.38,24.47,0,23.6268947
711948,96,806350,14550720,2.21,24.47,0,30.0767647
711979,96,806350,14550720,4.26,24.47,0,26.8248085
712009,96,806350,14550720,5.64,24.47,0,19.2037102
712040,96,806350,14550720,9.52,24.47,0,6.761489
712071,96,806350,14550720,6.89,24.47,0,3.731138
712101,96,806350,14550720,6.93,24.47,0,10.8411254
712132,96,806350,14550720,2.98,24.47,0,13.99575584
712162,96,806350,14550720,1.72,24.47,0,13.063184
712193,96,806350,14550720,0.98,24.47,0,12.8831062
712224,96,806350,14550720,0.76,16.4,0,13.4904004
712252,96,806350,14550720,1.03,16.4,0,14.1085696
712283,96,806350,14550720,1.32,16.4,0,14.7744546
712313,96,806350,14550720,4.07,16.4,0,12.9375133
712344,96,806350,14550720,5.91,16.4,0,8.3139253
712374,96,806350,14550720,9.4,16.4,-0.00028123,6.5119232
712405,96,806350,14550720,9.23,16.4,-0.00059246,7.8233951
712436,96,806350,14550720,8.88,16.4,-0.00060731,9.5141362
712466,96,806350,14550720,3.92,16.4,-0.00039223,11.5530731
712497,96,806350,14550720,4.54,16.4,0,12.2525977
712527,96,806350,14550720,1.11,16.4,0,11.5680629
712558,96,806350,14550720,0.91,16.4,0,10.8699074
712589,96,806350,14550720,0.66,20.07,0,10.1460012
712617,96,806350,14550720,0.48,20.07,0,10.9995543
712648,96,806350,14550720,1.5,20.07,0,13.6811744
712678,96,806350,14550720,1.34,20.07,0,16.85935321
712709,96,806350,14550720,5.43,20.07,0,20.4851527
712739,96,806350,14550720,5.9,20.07,-0.00050546,18.787681
712770,96,806350,14550720,8.93,20.07,-0.0010648,11.2162552
712801,96,806350,14550720,8.24,20.07,-0.0010915,10.8427014
712831,96,806350,14550720,6.38,20.07,-0.00070492,18.15933
712862,96,806350,14550720,3.64,20.07,0,20.219746
712892,96,806350,14550720,1.95,20.07,0,16.8487446
712923,96,806350,14550720,0.6,20.07,0,16.5285195
712954,96,806350,14550720,0.79,14.39,0,19.4071939
712983,96,806350,14550720,0.57,14.39,0,23.064491
713014,96,806350,14550720,0.38,14.39,0,27.717769
713044,96,806350,14550720,2.31,14.39,0,28.102984
713075,96,806350,14550720,4.97,14.39,0,23.693036
713105,96,806350,14550720,11.18,14.39,-0.0015658,16.345121
713136,96,806350,14550720,11.57,14.39,-0.0032987,5.7553104
713167,96,806350,14550720,9.6,14.39,-0.0033812,1.56583591
713197,96,806350,14550720,7.21,14.39,-0.0021837,4.3430356
713228,96,806350,14550720,2.93,14.39,0,4.8188531
713258,96,806350,14550720,0.16,14.39,0,2.916575731
713289,96,806350,14550720,0,14.39,0,4.25589902
713320,96,806350,14550720,0.77,13.49,0,9.0217448
713348,96,806350,14550720,0.64,13.49,0,12.9233495
713379,96,806350,14550720,1.72,13.49,0,16.0739784
713409,96,806350,14550720,1.96,13.49,0,13.7934414
713440,96,806350,14550720,6.85,13.49,0,5.4020444
713470,96,806350,14550720,8.9,13.49,-0.001697,0.8097234
713501,96,806350,14550720,8.8,13.49,-0.0035749,0.4094866
713532,96,806350,14550720,7.63,13.49,-0.0036643,0.1995262
713562,96,806350,14550720,8.06,13.49,-0.0023665,0.1995262
713593,96,806350,14550720,2.69,13.49,0,0.4393716
713623,96,806350,14550720,0.61,13.49,0,0.9270573
713654,96,806350,14550720,0.29,13.49,0,1.4199453
713685,96,806350,14550720,0.74,10.86,0,1.9263773
713713,96,806350,14550720,1.44,10.86,0,4.1960629
713744,96,806350,14550720,0.73,10.86,0,8.5845731
713774,96,806350,14550720,5.96,10.86,0,9.5774961
713805,96,806350,14550720,6.26,10.86,0,6.659412
713835,96,806350,14550720,9.69,10.86,-0.0031222,3.9569455
713866,96,806350,14550720,10.42,10.86,-0.0065775,1.49240167
713897,96,806350,14550720,9.78,10.86,-0.0067418,0.5193149
713927,96,806350,14550720,6.2,10.86,-0.0043542,1.16955175
713958,96,806350,14550720,1.58,10.86,0,1.42622951
713988,96,806350,14550720,1.47,10.86,0,1.2762295
714019,96,806350,14550720,0.98,10.86,0,1.2967742
714050,96,806350,14550720,0.54,11.88,0,1.4967742
714078,96,806350,14550720,0.48,11.88,0,1.8787825
714109,96,806350,14550720,1.38,11.88,0,2.487974
714139,96,806350,14550720,3.03,11.88,0,3.1624399
714170,96,806350,14550720,5.6,11.88,0,3.8861461
714200,96,806350,14550720,6.32,11.88,-0.0079623,3.4894996
714231,96,806350,14550720,10.01,11.88,-0.016774,1.85660202
714262,96,806350,14550720,9.03,11.88,-0.017193,2.70736451
714292,96,806350,14550720,6.97,11.88,-0.011104,6.1790057
714323,96,806350,14550720,3.03,11.88,0,6.408049
714353,96,806350,14550720,0.88,11.88,0,3.28640781
714384,96,806350,14550720,0.92,11.88,0,1.8180068
714415,96,806350,14550720,0.65,10.04,0,2.0618877
714444,96,806350,14550720,0.7,10.04,0,3.61806604
714475,96,806350,14550720,1.51,10.04,0,6.6830041
714505,96,806350,14550720,3.24,10.04,0,7.5879875
714536,96,806350,14550720,7.89,10.04,0,6.0532059
714566,96,806350,14550720,9.88,10.04,-0.035447,4.1669749
714597,96,806350,14550720,8.01,10.04,-0.074674,1.8929376
714628,96,806350,14550720,7.79,10.04,-0.076541,1.52962363
714658,96,806350,14550720,7.65,10.04,-0.049432,3.216525
714689,96,806350,14550720,2.8,10.04,0,4.2490072
714719,96,806350,14550720,0,10.04,0,4.6052563
714750,96,806350,14550720,0.51,10.04,0,4.9578593
714781,96,806350,14550720,0.52,19.61,0,5.3124132
714809,96,806350,14550720,1.22,19.61,0,7.9489061
714840,96,806350,14550720,1.11,19.61,0,13.3102522
714870,96,806350,14550720,0.6,19.61,0,22.046608
714901,96,806350,14550720,3.09,19.61,0,34.306572
714931,96,806350,14550720,7.78,19.61,-0.040709,33.783616
714962,96,806350,14550720,7.3,19.61,-0.085759,19.15537
714993,96,806350,14550720,9.22,19.61,-0.087903,9.9193422
715023,96,806350,14550720,7.98,19.61,-0.056771,6.742881
715054,96,806350,14550720,3.33,19.61,0,5.0999069
715084,96,806350,14550720,1.83,19.61,0,5.0415362
715115,96,806350,14550720,1.29,19.61,0,5.5120946
715146,96,806350,14550720,0.89,23,0,6.5458874
715174,96,806350,14550720,0.67,23,0,8.4759321
715205,96,806350,14550720,0.5,23,0,11.52748683
715235,96,806350,14550720,1.03,23,0,14.37452472
715266,96,806350,14550720,5.44,23,0,16.8817453
715296,96,806350,14550720,7.43,23,-0.039838,16.6007078
715327,96,806350,14550720,6.7,23,-0.083925,13.2429716
715358,96,806350,14550720,10.27,23,-0.086023,9.5108392
715388,96,806350,14550720,6.73,23,-0.055557,5.5037554
715419,96,806350,14550720,3.24,23,0,4.8063376
715449,96,806350,14550720,1.11,23,0,7.528908
715480,96,806350,14550720,0.64,23,0,10.3347451
715511,96,806350,14550720,0.51,14.46,0,13.2740324
715539,96,806350,14550720,0.7,14.46,0,17.0233902
715570,96,806350,14550720,0.73,14.46,0,21.9013928
715600,96,806350,14550720,2.29,14.46,0,21.0891745
715631,96,806350,14550720,4.63,14.46,0,13.8156299
715661,96,806350,14550720,9.63,14.46,-0.088336,7.7133237
715692,96,806350,14550720,11.35,14.46,-0.18609,2.9034184
715723,96,806350,14550720,8.6,14.46,-0.19075,0.5441908
715753,96,806350,14550720,6.19,14.46,-0.12319,0.8776604
715784,96,806350,14550720,3.09,14.46,0,1.1093101
715814,96,806350,14550720,1.44,14.46,0,1.2357458
715845,96,806350,14550720,1,14.46,0,1.2274194
715876,96,806350,14550720,0.05,17.27,0,1.0774194
715905,96,806350,14550720,0.1,17.27,0,5.8714438
715936,96,806350,14550720,1.13,17.27,0,16.310252
715966,96,806350,14550720,2.49,17.27,0,20.03487
715997,96,806350,14550720,5.19,17.27,0,16.15875
716027,96,806350,14550720,7.83,17.27,-0.10297,10.8185246
716058,96,806350,14550720,9.21,17.27,-0.21693,3.862735
716089,96,806350,14550720,10.68,17.27,-0.22235,0.42471172
716119,96,806350,14550720,7.09,17.27,-0.1436,0.85357327
716150,96,806350,14550720,2.51,17.27,0,1.05393259
716180,96,806350,14550720,1.07,17.27,0,1.01817294
716211,96,806350,14550720,0.47,17.27,0,1.5409524
716242,96,806350,14550720,0.85,20.3,0,2.65892068
716270,96,806350,14550720,1.1,20.3,0,5.879911
716301,96,806350,14550720,0.47,20.3,0,11.6574846
716331,96,806350,14550720,2.09,20.3,0,13.2983675
716362,96,806350,14550720,4.75,20.3,0,10.1585157
716392,96,806350,14550720,8.53,20.3,-0.098313,6.7100225
716423,96,806350,14550720,8.35,20.3,-0.20711,2.9209595
716454,96,806350,14550720,8.8,20.3,-0.21229,2.9986532
716484,96,806350,14550720,4.89,20.3,-0.1371,7.1982975
716515,96,806350,14550720,4.35,20.3,0,8.5193593
716545,96,806350,14550720,1.11,20.3,0,6.8658857
716576,96,806350,14550720,0.71,20.3,0,5.9282936
716607,96,806350,14550720,0.27,28.45,0,5.7272023
716635,96,806350,14550720,0.9,28.45,0,6.9638312
716666,96,806350,14550720,1.15,28.45,0,9.8928927
716696,96,806350,14550720,3.49,28.45,0,13.4951552
716727,96,806350,14550720,5.72,28.45,0,17.730699
716757,96,806350,14550720,5.97,28.45,-0.057447,21.04475
716788,96,806350,14550720,7.77,28.45,-0.12102,23.341983
716819,96,806350,14550720,10.15,28.45,-0.12405,19.445812
716849,96,806350,14550720,6.23,28.45,-0.080113,9.0732141
716880,96,806350,14550720,2.4,28.45,0,6.1841238
716910,96,806350,14550720,1.25,28.45,0,11.0279913
716941,96,806350,14550720,0.82,28.45,0,14.1497431
716972,96,806350,14550720,0.2,14.93,0,15.5139791
717000,96,806350,14550720,1.12,14.93,0,16.218101
717031,96,806350,14550720,1.48,14.93,0,16.218101
717061,96,806350,14550720,4.31,14.93,0,14.340122
717092,96,806350,14550720,8.28,14.93,0,10.3898904
717122,96,806350,14550720,8.67,14.93,-0.10485,6.4122801
717153,96,806350,14550720,9.65,14.93,-0.22088,2.4044588
717184,96,806350,14550720,6.73,14.93,-0.2264,3.469349
717214,96,806350,14550720,3.06,14.93,-0.14622,9.9096351
717245,96,806350,14550720,2.12,14.93,0,11.849757
717275,96,806350,14550720,1.17,14.93,0,9.1397087
717306,96,806350,14550720,0.69,14.93,0,8.5990147
717337,96,806350,14550720,0.96,11.77,0,10.3278714
717366,96,806350,14550720,0.63,11.77,0,13.048216
717397,96,806350,14550720,1.08,11.77,0,16.965428
717427,96,806350,14550720,1.05,11.77,0,17.0143094
717458,96,806350,14550720,6.53,11.77,0,12.722649
717488,96,806350,14550720,7.68,11.77,-0.096867,8.5022511
717519,96,806350,14550720,12.1,11.77,-0.20406,4.3604892
717550,96,806350,14550720,8.3,11.77,-0.20917,4.0528298
717580,96,806350,14550720,7.64,11.77,-0.13509,7.8451351
717611,96,806350,14550720,4.22,11.77,0,7.7247659
717641,96,806350,14550720,1.26,11.77,0,3.5612997
717672,96,806350,14550720,0.94,11.77,0,1.24089789
717703,96,806350,14550720,0.75,21.06,0,0.818178
717731,96,806350,14550720,0.63,21.06,0,1.5329533
717762,96,806350,14550720,1.01,21.06,0,3.571629
717792,96,806350,14550720,3.16,21.06,0,5.588719
717823,96,806350,14550720,4.97,21.06,0,7.5057334
717853,96,806350,14550720,4.51,21.06,-0.065517,9.217401
717884,96,806350,14550720,8.35,21.06,-0.13802,10.7024789
717915,96,806350,14550720,8.73,21.06,-0.14147,11.2331139
717945,96,806350,14550720,4.51,21.06,-0.091368,10.7279885
717976,96,806350,14550720,3.59,21.06,0,11.4507393
718006,96,806350,14550720,1.47,21.06,0,13.442295
718037,96,806350,14550720,0.61,21.06,0,13.490742
718068,96,806350,14550720,0.48,22.53,0,11.4991854
718096,96,806350,14550720,0.68,22.53,0,11.8726733
718127,96,806350,14550720,1.78,22.53,0,14.934965
718157,96,806350,14550720,2.22,22.53,0,14.2580319
718188,96,806350,14550720,8.26,22.53,0,9.3405122
718218,96,806350,14550720,6.95,22.53,-0.06279,6.8365692
718249,96,806350,14550720,9.18,22.53,-0.13228,6.9958833
718280,96,806350,14550720,7.67,22.53,-0.13558,8.5064343
718310,96,806350,14550720,5.35,22.53,-0.087565,11.407953
718341,96,806350,14550720,2.35,22.53,0,12.882496
718371,96,806350,14550720,1.18,22.53,0,12.882496
718402,96,806350,14550720,0.86,22.53,0,13.105402
718433,96,806350,14550720,0.81,16.29,0,13.566076
718461,96,806350,14550720,1.1,16.29,0,13.952698
718492,96,806350,14550720,2,16.29,0,14.277976
718522,96,806350,14550720,4.9,16.29,0,14.454398
718553,96,806350,14550720,3.64,16.29,0,14.454398
718583,96,806350,14550720,5.03,16.29,-0.073415,11.2562212
718614,96,806350,14550720,7.62,16.29,-0.15466,4.5290223
718645,96,806350,14550720,9.35,16.29,-0.15853,2.4949487
718675,96,806350,14550720,6.49,16.29,-0.10238,5.5346776
718706,96,806350,14550720,2.74,16.29,0,5.4369682
718736,96,806350,14550720,1.04,16.29,0,2.09723929
718767,96,806350,14550720,0.4,16.29,0,1.1816405
718798,96,806350,14550720,0.64,15.28,0,2.79703073
718827,96,806350,14550720,1.02,15.28,0,5.1169318
718858,96,806350,14550720,1.72,15.28,0,8.3015415
718888,96,806350,14550720,2.75,15.28,0,11.2207603
718919,96,806350,14550720,5.12,15.28,0,13.788567
718949,96,806350,14550720,9.37,15.28,-0.11569,11.656655
718980,96,806350,14550720,8.13,15.28,-0.24371,4.3388492
719011,96,806350,14550720,7.43,15.28,-0.2498,0.647540984
719041,96,806350,14550720,7.48,15.28,-0.16133,0.94754098
719072,96,806350,14550720,3.56,15.28,0,1.26679002
719102,96,806350,14550720,1.01,15.28,0,1.60592972
719133,96,806350,14550720,0.7,15.28,0,2.09570264
719164,96,806350,14550720,0.79,16.31,0,2.75171065
719192,96,806350,14550720,0.96,16.31,0,4.779166
719223,96,806350,14550720,1.32,16.31,0,8.4696611
719253,96,806350,14550720,3.26,16.31,0,12.835521
719284,96,806350,14550720,5.28,16.31,0,17.808568
719314,96,806350,14550720,6.43,16.31,-0.14298,15.877424
719345,96,806350,14550720,9.03,16.31,-0.30121,6.3278627
719376,96,806350,14550720,9.1,16.31,-0.30874,1.48473352
719406,96,806350,14550720,6.18,16.31,-0.19939,1.8232363
719437,96,806350,14550720,0.05,16.31,0,2.6547924
719467,96,806350,14550720,1.04,16.31,0,3.995837
719498,96,806350,14550720,0.77,16.31,0,6.021443
719529,96,806350,14550720,0.84,15.31,0,8.7992322
719557,96,806350,14550720,1.23,15.31,0,11.4353992
719588,96,806350,14550720,0.78,15.31,0,14.063017
719618,96,806350,14550720,1.97,15.31,0,14.353607
719649,96,806350,14550720,7.38,15.31,0,11.96712
719679,96,806350,14550720,7.33,15.31,-0.15167,8.2399247
719710,96,806350,14550720,9.84,15.31,-0.31951,3.0333258
719741,96,806350,14550720,10.21,15.31,-0.3275,0.62117669
719771,96,806350,14550720,6.05,15.31,-0.21151,1.2701791
719802,96,806350,14550720,2.38,15.31,0,1.47704918
719832,96,806350,14550720,0.85,15.31,0,1.22704918
719863,96,806350,14550720,1.02,15.31,0,1.18357414
719894,96,806350,14550720,0.58,16.3,0,1.356294024
719922,96,806350,14550720,0.65,16.3,0,3.4028391
719953,96,806350,14550720,1.25,16.3,0,7.6801193
719983,96,806350,14550720,1.45,16.3,0,11.4780732
720014,96,806350,14550720,4.69,16.3,0,14.587124
720044,96,806350,14550720,9.5,16.3,-0.12549,12.405249
720075,96,806350,14550720,9.62,16.3,-0.26435,4.3851127
720106,96,806350,14550720,9.95,16.3,-0.27096,0.30623091
720136,96,806350,14550720,6.2,16.3,-0.175,0.567316936
720167,96,806350,14550720,4.07,16.3,0,0.74918033
720197,96,806350,14550720,1.34,16.3,0,0.84918033
720228,96,806350,14550720,0.84,16.3,0,0.97990373
720259,96,806350,14550720,0.7,15.58,0,1.14503812
720288,96,806350,14550720,1.23,15.58,0,3.1207994
720319,96,806350,14550720,2.39,15.58,0,7.1719365
720349,96,806350,14550720,5.19,15.58,0,9.7812447
720380,96,806350,14550720,6.53,15.58,0,10.7250655
720410,96,806350,14550720,8.76,15.58,-0.095793,8.7907964
720441,96,806350,14550720,8.23,15.58,-0.2018,3.6807041
720472,96,806350,14550720,7.98,15.58,-0.20685,2.996748
720502,96,806350,14550720,5.71,15.58,-0.13359,7.0568022
720533,96,806350,14550720,2.23,15.58,0,9.2805011
720563,96,806350,14550720,0,15.58,0,9.606633
720594,96,806350,14550720,0.3,15.58,0,10.5974194
720625,96,806350,14550720,0.32,24.35,0,12.302517
720653,96,806350,14550720,0.75,24.35,0,16.918984
720684,96,806350,14550720,0.18,24.35,0,25.083747
720714,96,806350,14550720,0.34,24.35,0,27.942428
720745,96,806350,14550720,1.66,24.35,0,24.64072
720775,96,806350,14550720,8.29,24.35,-0.092508,17.748417
720806,96,806350,14550720,8.64,24.35,-0.19488,6.8940791
720837,96,806350,14550720,11.23,24.35,-0.19975,3.1998057
720867,96,806350,14550720,5.47,24.35,-0.12901,7.2660772
720898,96,806350,14550720,5.04,24.35,0,9.332543
720928,96,806350,14550720,1.96,24.35,0,9.332543
720959,96,806350,14550720,0.6,24.35,0,11.2790265
720990,96,806350,14550720,0.45,14.32,0,15.301759
721018,96,806350,14550720,0.8,14.32,0,17.470629
721049,96,806350,14550720,1.11,14.32,0,17.673022
721079,96,806350,14550720,2.41,14.32,0,15.988154
721110,96,806350,14550720,8.81,14.32,0,12.213222
721140,96,806350,14550720,8.83,14.32,-0.12299,7.8588618
721171,96,806350,14550720,10.18,14.32,-0.25909,2.8651323
721202,96,806350,14550720,8.65,14.32,-0.26556,1.44624375
721232,96,806350,14550720,7.18,14.32,-0.17151,3.8878152
721263,96,806350,14550720,3.83,14.32,0,4.1625613
721293,96,806350,14550720,1.03,14.32,0,2.1982543
721324,96,806350,14550720,0.88,14.32,0,1.37067598
721355,96,806350,14550720,0.78,15.93,0,1.72340634
721383,96,806350,14550720,0.85,15.93,0,3.7055167
721414,96,806350,14550720,0.94,15.93,0,7.6389725
721444,96,806350,14550720,2.34,15.93,0,9.881849
721475,96,806350,14550720,3.56,15.93,0,10.1121279
721505,96,806350,14550720,7.16,15.93,-0.12864,8.0619876
721536,96,806350,14550720,9.21,15.93,-0.27101,3.4955226
721567,96,806350,14550720,9.84,15.93,-0.27778,2.0619358
721597,96,806350,14550720,7.37,15.93,-0.1794,4.017872
721628,96,806350,14550720,4.82,15.93,0,4.4724897
721658,96,806350,14550720,0.54,15.93,0,3.375745
721689,96,806350,14550720,0.76,15.93,0,3.1926028
721720,96,806350,14550720,0.78,11.26,0,3.9659905
721749,96,806350,14550720,1.24,11.26,0,5.2874035
721780,96,806350,14550720,1.56,11.26,0,7.2636432
721810,96,806350,14550720,4.34,11.26,0,6.9802854
721841,96,806350,14550720,6.13,11.26,0,4.1672339
721871,96,806350,14550720,9.34,11.26,-0.19624,2.0991721
721902,96,806350,14550720,10.6,11.26,-0.41341,0.85316782
721933,96,806350,14550720,9.71,11.26,-0.42375,0.593085355
721963,96,806350,14550720,5.61,11.26,-0.27367,1.39332224
721994,96,806350,14550720,2.51,11.26,0,1.57868852
722024,96,806350,14550720,1.23,11.26,0,1.12868852
722055,96,806350,14550720,1.04,11.26,0,0.9
722086,96,806350,14550720,0.46,18.82,0,0.9
722114,96,806350,14550720,1.19,18.82,0,0.9
722145,96,806350,14550720,0.92,18.82,0,0.9
722175,96,806350,14550720,2.12,18.82,0,0.947541
722206,96,806350,14550720,5.39,18.82,0,1.04754098
722236,96,806350,14550720,9.17,18.82,-0.18118,0.88487336
722267,96,806350,14550720,10.62,18.82,-0.38169,0.43236559
722298,96,806350,14550720,9.03,18.82,-0.39123,0.46382014
722328,96,806350,14550720,6.91,18.82,-0.25267,1.01045268
722359,96,806350,14550720,2.39,18.82,0,1.19277835
722389,96,806350,14550720,0.98,18.82,0,0.99865357
722420,96,806350,14550720,0.97,18.82,0,0.924193548
722451,96,806350,14550720,0.45,11.96,0,0.97419355
722479,96,806350,14550720,0.37,11.96,0,1.17808088
722510,96,806350,14550720,1.87,11.96,0,1.56722059
722540,96,806350,14550720,2.99,11.96,0,2.36957414
722571,96,806350,14550720,4.73,11.96,0,3.613332
722601,96,806350,14550720,8.18,11.96,-0.20873,3.3003278
722632,96,806350,14550720,11.49,11.96,-0.43972,1.26951711
722663,96,806350,14550720,6.53,11.96,-0.45071,1.3041355
722693,96,806350,14550720,8.1,11.96,-0.29109,3.5407243
722724,96,806350,14550720,3.12,11.96,0,4.11706
722754,96,806350,14550720,0.95,11.96,0,2.9778007
722785,96,806350,14550720,0.51,11.96,0,2.1161158
722816,96,806350,14550720,0.15,14.82,0,1.53183371
722844,96,806350,14550720,0.92,14.82,0,1.68919276
722875,96,806350,14550720,0.68,14.82,0,2.6920267
722905,96,806350,14550720,1.96,14.82,0,3.7142317
722936,96,806350,14550720,4.34,14.82,0,4.7203007
722966,96,806350,14550720,6.52,14.82,-0.15596,4.3571388
722997,96,806350,14550720,9.06,14.82,-0.32854,2.4831015
723028,96,806350,14550720,6.47,14.82,-0.33676,3.0844137
723058,96,806350,14550720,8.28,14.82,-0.21749,6.3060549
723089,96,806350,14550720,4.18,14.82,0,6.3834588
723119,96,806350,14550720,0.35,14.82,0,3.2118176
723150,96,806350,14550720,0.56,14.82,0,2.5424376
723181,96,806350,14550720,0.23,21.4,0,4.490142
723210,96,806350,14550720,0.83,21.4,0,7.3607268
723241,96,806350,14550720,0.73,21.4,0,11.3578368
723271,96,806350,14550720,1.69,21.4,0,14.227997
723302,96,806350,14550720,4.91,21.4,0,15.781118
723332,96,806350,14550720,9.3,21.4,-0.15752,12.746031
723363,96,806350,14550720,8.3,21.4,-0.33185,4.6480968
723394,96,806350,14550720,9.97,21.4,-0.34014,1.65296936
723424,96,806350,14550720,7.24,21.4,-0.21968,4.2006737
723455,96,806350,14550720,4.03,21.4,0,5.8453024
723485,96,806350,14550720,1.19,21.4,0,6.5567529
723516,96,806350,14550720,1.19,21.4,0,7.8369105
723547,96,806350,14550720,1.05,20.85,0,9.7353522
723575,96,806350,14550720,1.15,20.85,0,13.880118
723606,96,806350,14550720,0.35,20.85,0,20.796066
723636,96,806350,14550720,4.46,20.85,0,25.890699
723667,96,806350,14550720,4.21,20.85,0,28.716913
723697,96,806350,14550720,8.59,20.85,-0.12135,25.878785
723728,96,806350,14550720,6.97,20.85,-0.25564,16.790349
723759,96,806350,14550720,8.41,20.85,-0.26203,10.3273909
723789,96,806350,14550720,7,20.85,-0.16923,6.8803757
723820,96,806350,14550720,1.66,20.85,0,4.1625613
723850,96,806350,14550720,1.23,20.85,0,2.19825434
723881,96,806350,14550720,1.06,20.85,0,1.42692631
723912,96,806350,14550720,0.79,25.44,0,1.89590736
723940,96,806350,14550720,1,25.44,0,3.8848186
723971,96,806350,14550720,1.51,25.44,0,7.7020237
724001,96,806350,14550720,4.46,25.44,0,12.4157909
724032,96,806350,14550720,4.77,25.44,0,17.976085
724062,96,806350,14550720,6.26,25.44,-0.10455,16.425782
724093,96,806350,14550720,9.57,25.44,-0.22026,7.0293013
724124,96,806350,14550720,7.49,25.44,-0.22576,2.8447411
724154,96,806350,14550720,6.27,25.44,-0.14581,4.359048
724185,96,806350,14550720,2.68,25.44,0,4.1631181
724215,96,806350,14550720,0.76,25.44,0,2.19994338
724246,96,806350,14550720,0.3,25.44,0,1.39411876
724277,96,806350,14550720,0.71,16.22,0,1.7906177
724305,96,806350,14550720,0.98,16.22,0,5.8986717
724336,96,806350,14550720,0.34,16.22,0,14.4283442
724366,96,806350,14550720,0.73,16.22,0,18.3803557
724397,96,806350,14550720,3.67,16.22,0,16.9621026
724427,96,806350,14550720,5.85,16.22,-0.1474,12.7433065
724458,96,806350,14550720,9.27,16.22,-0.31051,5.434256
724489,96,806350,14550720,10.55,16.22,-0.31828,1.6053631
724519,96,806350,14550720,8.8,16.22,-0.20555,1.6162682
724550,96,806350,14550720,4.62,16.22,0,1.5547165
724580,96,806350,14550720,0.57,16.22,0,1.4182929
724611,96,806350,14550720,0.3,16.22,0,1.34896288
724642,96,806350,14550720,0.34,13.53,0,1.34896288
724671,96,806350,14550720,0.45,13.53,0,6.138982
724702,96,806350,14550720,0.64,13.53,0,16.403309
724732,96,806350,14550720,0.74,13.53,0,19.224253
724763,96,806350,14550720,3.86,13.53,0,13.6430418
724793,96,806350,14550720,7.97,13.53,-0.15198,8.700294
724824,96,806350,14550720,9.5,13.53,-0.32017,4.462058
724855,96,806350,14550720,7.12,13.53,-0.32817,2.1254978
724885,96,806350,14550720,7.43,13.53,-0.21194,1.8952769
724916,96,806350,14550720,3.18,13.53,0,1.4639484
724946,96,806350,14550720,2.39,13.53,0,0.8248087
724977,96,806350,14550720,1.03,13.53,0,1.04537791
725008,96,806350,14550720,0.41,17.29,0,2.1724923
725036,96,806350,14550720,0.7,17.29,0,3.5027619
725067,96,806350,14550720,1.7,17.29,0,5.1384454
725097,96,806350,14550720,2.39,17.29,0,5.8123788
725128,96,806350,14550720,5.92,17.29,0,5.3638878
725158,96,806350,14550720,8.67,17.29,-0.15635,4.2452842
725189,96,806350,14550720,8.01,17.29,-0.32938,2.3872461
725220,96,806350,14550720,9.55,17.29,-0.33761,2.7276914
725250,96,806350,14550720,5.06,17.29,-0.21804,5.4018375
725281,96,806350,14550720,2.83,17.29,0,5.3679564
725311,96,806350,14550720,0.56,17.29,0,2.5357806
725342,96,806350,14550720,0.36,17.29,0,2.8904061
725373,96,806350,14550720,1.1,15.04,0,6.5978572
725401,96,806350,14550720,0.47,15.04,0,8.7999124
725432,96,806350,14550720,2.41,15.04,0,9.4304083
725462,96,806350,14550720,5.01,15.04,0,9.2946088
725493,96,806350,14550720,6.48,15.04,0,8.2896583
725523,96,806350,14550720,7.13,15.04,-0.14942,7.3496074
725554,96,806350,14550720,11.66,15.04,-0.31478,6.4811697
725585,96,806350,14550720,9.71,15.04,-0.32265,5.4787839
725615,96,806350,14550720,5.01,15.04,-0.20838,4.366933
725646,96,806350,14550720,1.45,15.04,0,3.1129036
725676,96,806350,14550720,1.11,15.04,0,1.7119567
725707,96,806350,14550720,0.68,15.04,0,0.91427118
725738,96,806350,14550720,0.71,15.08,0,0.7370983
725766,96,806350,14550720,0.35,15.08,0,3.0652501
725797,96,806350,14550720,0.82,15.08,0,8.3525153
725827,96,806350,14550720,3.94,15.08,0,10.3152224
725858,96,806350,14550720,4.85,15.08,0,8.4116813
725888,96,806350,14550720,8.04,15.08,-0.14124,5.7460535
725919,96,806350,14550720,9.55,15.08,-0.29754,2.2395023
725950,96,806350,14550720,6.56,15.08,-0.30498,2.3469601
